"title","text","slug","image","altText","video","published","url"
"Poetry with Sean Borodale ","The Fitzwilliam Museum will be host to T S Eliot prize and Costa Book Award shortlisted poet, Sean Borodale, for an evening of art and poetry on Tuesday 4 March.
The evening is part of the events series Writing Lives, which makes connections between writing and art.  The events invite professional writers to talk about how exhibitions or artworks in museums collections have influenced them, or how it sparks a connection with their work.
Poet Sean Borodale is a writer who often draws inspiration from the natural world, and he will be talking about the way this reflects on the work of John Craxton as an artist who was inspired in much the same way.
The evening will include a viewing of the exhibition A World of Private Mystery: John Craxton RA (1922 - 2009) and Sean will also give a reading of his poetry. 
Tickets are £8.00 (£5.00 concessions and Friends of the Fitzwilliam Museum) and available from: 01223 332904 or email: education@fitzmuseum.cam.ac.uk.  For more information and the schedule please see the  events page.
","poetry-sean-borodale",,,,2014-02-21,"http://www.fitzmuseum.cam.ac.uk/news/poetry-sean-borodale"
"Valentines day late opening ","The next in the series of monthly Friday night openings for A world of private mystery: John Craxton, RA (1922-2009) , will be on Valentines day with a special screening of the Film, Dhiava: The Autumn Journey.
On Friday 14 February the exhibition will be open to view until 20.00 and the film, starting at 18.00, will be introduced by its co-creator and narrator, Tim Salmon.Dhiava: The Autumn Journey  is a short film documenting pastoral life in the mountains of Northern Greece. Far from the tourist haunts and beaches, Vlach shepherds bring their flocks home for the winter, walking across mountains, through forests and camping out at night under the stars.
Tim Salmon knew John Craxton and commented: ""I first met John in 1963, in Chania, where I had just got my first teaching job after coming down from Oxford, from where during every Long Vacation, I had hitchhiked down to Greece for the summer. John was one of the very few foreigners I have ever met in Greece who had taken the trouble to become, as far as it is possible, an insider. His Greek was far from perfect, but it was the Greek of the ""piatsa"". It was he who first sent me off into the White Mountains to meet shepherd friends of his. No doubt I would have discovered the peasant/working class side of Greek life for myself, but John certainly inspired me to begin that journey. Dhiava: The Autumn Journey is certainly about a kind of Greekness that he was interested in.""
The next late night opening of the exhibition will be on 14 March, and on 11 April the Museum will be holding an evening opening and Greek food event, celebrating the Greek love of food from the ancient past to present day, with special talks and activities and music in its own Greek courtyard.A World of Private Mystery explores the work of John Craxton - from his beginnings as a young hope British art, creating dark, meditative images of the natural world in the gloom of post-war Britain, to works of incredible vibrancy, colour and joy from his later life when he had settled in Crete.
John Craxton is appreciated by connoisseurs as one of the great British artists of the 20th century; however, his work is not widely known to the public. His artwork celebrated the colour and warmth of the Mediterranean, ranging from luminous landscapes to portraits illustrating the Greek lifestyle, often including food, goats and cats.
The exhibition also includes a film by David Attenborough exploring Craxton’s life and work.Dhiava: The Autumn Journey is 50 minutes long. Admission for the film is by token, 1 per person, available at the Courtyard Entrance desk 30 minutes prior to start. Induction loop available. Admission is free.A world of private mystery: John Craxton, RA (1922-2009)  is open to Monday 21 April at the Fitzwilliam Museum, Cambridge. Admission is free.
**** ""This small show does full justice to the inimitable work of John Craxton"" - The Telegraph
Image credit: Portrait of Sonia, 1948-57, image copyright the Estate of John Craxton.
","valentines-day-late-opening",,,,2014-01-31,"http://www.fitzmuseum.cam.ac.uk/news/valentines-day-late-opening"
"Edmund de Waal film screenings ","To celebrate the final month of Edmund de Waal's beautiful intervention On White: Porcelain Stories from the Fitzwilliam, the Museum is holding a set of special film screenings showing you behind the scenes in de Waal’s studio.See inside Edmund de Waal’s studio - a thousand hours film screenings
Sat 1 February: 11.00
Sat 22 February: 11.00 and 14.00
Drop-in and see a free short film following Edmund de Waal as he prepared 11 ceramic installations for his 2012 exhibition a thousand hours.
A thousand hours, composed of hundreds of porcelain pots encased and only partially visible within two large, glass and corian vitrines, is currently on display in the Fitzwilliam's Islamic Gallery. First screened at the British Film Institute, the film featured in BBC 4’s What do Artists do All Day. It was filmed mainly in de Waal's South London studio, and gives a fascinating insight into de Waal's working methods, as well as the ideas and influences that inform his work. 
The film screenings are in Seminar Room (35).
","edmund-de-waal-film-screenings",,,,2014-01-29,"http://www.fitzmuseum.cam.ac.uk/news/edmund-de-waal-film-screenings"
"The Fitzwilliam Museum starts Friday night exhibition openings ","The Fitzwilliam Museum has started offering monthly Friday night late openings for its major spring exhibition A world of private mystery: John Craxton, RA (1922-2009).
The exhibition will be open for free visits in the evening to 8pm on Fridays 10 January, 14 February, 14 March and 11 April.
Assistant Director of the Fitzwilliam, Kate Carreno commented: ""We have had feedback from members of the public that they would like more evening and weekend events.  Opening our major exhibition for a monthly Friday night viewing is a good trial event as national museums Friday night late openings have been popular and well established for years.  If these events prove popular we hope to do more for future exhibitions.""
John Craxton spent the majority of his life in Crete proclaiming 'life is more important than art'.  His artwork celebrated the colour and warmth of the Mediterranean, ranging from luminous landscapes to portraits illustrating the Greek lifestyle, often including food, goats and cats.  Two of the late night openings will have free special events exploring the themes of celebrating life in Greece.  On 14 February there will be a 6pm screening of the film Dhiava: The Autumn Journey, introduced by the film’s narrator, Tim Salmon.   On 11 April the Museum will also be holding a Greek food event, celebrating the Greek love of food from the ancient past to present day, with special talks and activities and music in its own Greek courtyard.
A World of Private Mystery explores the work of John Craxton - from his beginnings as a young hope British art, creating dark, meditative images of the natural world in the gloom of post-war Britain, to works of incredible vibrancy, colour and joy from his later life when he had settled in Crete.
John Craxton is appreciated by connoisseurs as one of the great British artists of the 20th century; however, his work is not widely known to the public. This is the first exhibition to explore his whole life featuring a carefully chosen selection of over sixty of Craxton's finest pictures.
The exhibition also includes a film by David Attenborough exploring Craxton’s life and work.
A world of private mystery: John Craxton, RA (1922-2009) is open to Monday 21 April at the Fitzwilliam Museum, Cambridge.  Admission is free.
**** ""This small show does full justice to the inimitable work of John Craxton"" - The Telegraph
John Craxton, Red and Yellow Landscape, 1945 © estate of John Craxton
","fitzwilliam-museum-starts-friday-night-exhibition-openings",,,,2014-01-08,"http://www.fitzmuseum.cam.ac.uk/news/fitzwilliam-museum-starts-friday-night-exhibition-openings"
"Christmas at the Fitzwilliam Museum ","With two new exhibitions to enjoy, A World of Private Mystery: John Craxton RA (1922 - 2009) and Edmund de Waal's On White, there are plenty of reasons to visit the Fitzwilliam this Christmas.
Catch up on your Christmas shopping and find cards, decorations and unique art inspired gifts and jewellery in our shop.  Special items this year include a new winter scarf collection, gifts from Japan (complementing the exhibition The Night of Longing) and arty stocking-fillers.  Then relax with seasonal treats in the café, including mince pies, stollen and hot chocolate with cream and marshmallows.
We will be posting a different advent calendar image or event each day on Facebook.
And on Christmas day don't miss the MR James: Ghost Writer documentary at 10.05pm on BBC Two which features the Fitzwilliam. This follows the 9.30pm Christmas ghost story The Tractate Middoth.
Christmas opening times
CLOSED: 23-26 December
OPEN: 27-29 December
CLOSED: 30, 31 December and 1 January
","christmas-fitzwilliam-museum",,,,2013-12-06,"http://www.fitzmuseum.cam.ac.uk/news/christmas-fitzwilliam-museum"
"Discoveries: 
Art, Science and Exploration from the University of Cambridge Museums ","Two Temple Place, London
31 January - 27 April 2014
Discoveries is the first major exhibition to bring together the fascinating collections from all eight University of Cambridge Museums in the extraordinary interiors of  Two Temple Place on London’s Embankment.
The exhibition challenges and responds to the very notion of ‘discovery’, displaying objects that span millennia; from artworks to scientific artefacts, historic instruments to rare zoological specimens. It is about imagination and knowledge, the pleasures of looking and the power of objects to generate wonder as well as new ideas. 
The University of Cambridge has long been at the forefront of learning, invention, exploration and discovery across the arts and the sciences. The Cambridge Museums have grown alongside this research and teaching, founded and developed by scholars and collectors to house their collections of objects and works.
This exhibition continues Two Temple Place’s series of annual winter exhibitions showcasing collections from outside central London. A programme of exhibition events will include performing arts, workshops, talks, guided tours and a range of children’s activities. 
Exhibition Opening Times
Monday, Thursday - Saturday: 10.00 - 16.30
Wednesday Late: 10.00 - 21.00
Sunday: 11.00 - 16.30
Closed on Tuesdays
Discoveries is curated by Professor Nick Thomas (Director of Museum of Archaeology and Anthropology) and Martin Caiger-Smith (curatorial advisor to Two Temple Place and Head of MA Programme: Curating the Art Museum at Courtauld Institute of Art) with the University of Cambridge Museums Programme Curator, Dr Lydia Hamlett. 
www.cam.ac.uk/discoveries
","discoveries-art-science-and-exploration-university-cambridge-museums",,,,2013-12-02,"http://www.fitzmuseum.cam.ac.uk/news/discoveries-art-science-and-exploration-university-cambridge-museums"
"Gainsborough masterpiece celebrated in Peterborough school ","A masterpiece oil painting by Thomas Gainsborough was part of a national event with the BBC taking works of fine art into schools.
The Voyager Academy in Peterborough was delighted to receive a visit from two members of staff from the Fitz and the early Gainsborough portrait of Heneage Lloyd and His Sister, Lucy, c.1750.  The painting combines a portrait in a landscape setting, inspired by the Suffolk landscape in which Gainsborough was born and spent his early career. 
The event took place on the first of October and was kept a closely guarded secret until the day to protect the painting as it travelled to the Voyager Academy.    
Your Paintings Masterpieces in Schools ran throughout October 2013.  Run by the BBC and the Public Catalogue Foundation over 15,000 students and 27 schools took part nationally.   
Now the BBC has released a video of the event as it happened, showing the paintings in schools including the Gainsborough masterpiece from the Fitzwilliam. 
Watch the BBC’s Your Paintings Masterpieces in Schools video here.
","gainsborough-masterpiece-celebrated-peterborough-school",,,,2013-11-21,"http://www.fitzmuseum.cam.ac.uk/news/gainsborough-masterpiece-celebrated-peterborough-school"
"Five works by Stanley Spencer saved for the nation ","Five works by Stanley Spencer (1891-1959) have joined the collections at the Fitzwilliam Museum. They include one of his most significant early paintings and two preliminary sketches documenting his experiences of World War I.
The early work John Donne arriving in Heaven (1911), war paintings Scrubbing Clothes (1919) and Making a Red Cross (1919), and later works Builders of the Tower of Babel (1933) and Making Columns for the Tower of Babel (1933) were acquired through HM Government’s acceptance in lieu scheme. 
They join the Fitzwilliam’s fine collection of early twentieth-century British paintings, which already includes eight paintings and four drawings by Spencer.  The collection features some of Spencer’s most famous canvases including Love among the Nations (1935-36), Self-Portrait with Patricia Preece (1937) and Love on the Moor (1949-1954). 
Stanley Spencer is one of the most important British painters of the 20th century.  Born in Cookham, Berkshire in 1891, at the age of seventeen he went to study at the Slade School of Art in London.  The group of five works allocated to the Fitzwilliam were formerly in the collection of wood engraver Gwen Raverat, grand-daughter of Charles Darwin, who first met Stanley Spencer when they both enrolled at the Slade School in 1908.  They became life-long friends, Gwen dubbing Spencer ‘Cookham’ in recognition of the affection Spencer held for his home village. 
The works have been acquired for the nation through the Acceptance in Lieu scheme, administered by Arts Council England from the estate of Gwen Raverat and allocated to the Fitzwilliam Museum. Tax of £167,883 was settled by their acceptance.  As their total value exceeded the liability on the estate the Fitzwilliam Museum made good the difference of £308,117 with the help of generous grants from the Art Fund, the V&A Purchase Grant Fund and the Friends of the Fitzwilliam Museum. 
The new acquisitions are now on display with other 20th century British works in the recently refurbished Gallery 1 at the Fitzwilliam Museum. 
 Click here for our full PDF press release on the story including full details of all the works. 
Image: John Donne arriving in Heaven, 1911, Oil on canvas, © The Estate of Stanley Spencer 2013. All rights reserved DACS. Photograph © The Fitzwilliam Museum, Cambridge.
","five-works-stanley-spencer-saved-nation",,,,2013-11-20,"http://www.fitzmuseum.cam.ac.uk/news/five-works-stanley-spencer-saved-nation"
"Renovations and revivals at the Fitzwilliam Museum ","After his first six months in post the new Director of the Fitzwilliam Museum, Tim Knox, reveals his aspirations for the historic building and world-renowned collections of the University of Cambridge’s principal art museum, including major building works currently underway on the portico and future acquisitions.
Tim Knox was previously Director of the atmospheric Sir John Soane’s Museum in London, which he carefully restored over the last eight years.  An architectural historian, Knox is keen to see the Fitzwilliam take its place as one of the UK’s finest neo-classical buildings - a masterpiece in its own right.
Knox commented:  ""My predecessors have done brilliant work to improve the building and programmes of the Fitzwilliam. Duncan Robinson implemented the Courtyard extension in 2004, which gave the Museum much-needed facilities, including its first dedicated education and conservation studios, and a proper shop and café, while Timothy Potts has left a legacy of groundbreaking international exhibitions.  I am committed to continuing our major exhibitions programme, but our next focus of attention must again be the fabric of the building, improving circulation and the display of the collections, and making the Fitzwilliam a more welcoming place.  Surplus ‘Do not touch’ signs will be banished, displays of fresh flowers will come back to the galleries, and photography is now allowed throughout the Museum.""
First steps include the renovation of the Founder’s Building in time for the Museum’s bi-centenary celebrations in 2016.  The first stage is already underway, with the grandiose portico on Trumpington Street swathed in scaffolding.  Behind it, contractors are repairing the roof and elaborate coffered vault, and will also restore the torches once held by the griffins that perch on the pediment. The signage and lighting will be improved and the elaborate railings, with their impressive spikes and pineapples, will also be given a much-needed lick of paint - bronzed, with gilded and silvered enrichments.  
Knox continued: ""I want to reassert the importance of our grand Founder’s entrance.  I don’t see monumental porticoes as elitist or intimidating - we want people to revel in the opulence and magnificence of the Museum.  The entrance hall gives the Paris Opéra a run for its money, and yet the Museum is free to visit and we want everyone to feel welcome in this wonderful setting.""
Knox plans to open the lofty, columned, Founder’s Library, containing the rare books collected by Viscount Fitzwilliam, and hitherto only accessible to scholars or for exclusive tours.  The Museum is also renovating its much-loved Armoury, and installing more environmentally-friendly air-handling systems, so the galleries upstairs can be maintained more efficiently.
Knox will also be helping to steer the development of the University of Cambridge Museums (UCM) Major Partner Museum programme, sponsored by Arts Council England, whose mission is to unlock the collections of the University’s eight museums, and the world-class research activities which underpin them, to a larger and more diverse audience.
Knox adds: ""In addition to our ground-breaking research, public programmes and far-reaching education and outreach activities, we should showcase the full range of conservation work done by our Museums, both in our buildings and outside of Cambridge.  For instance, our Hamilton Kerr Institute at Whittlesford is dedicated to the conservation of easel paintings in oil and tempera. It is an extraordinary resource. I want to make more of the Hamilton Kerr, and this might involve bringing their activities back into Cambridge and closer to the Museum, where people can actually see and participate in conservation in action.  Then there are the Fitzwilliam’s storerooms, which contain spectacular collections of works of art and antiquities of all types from all over the world.  For reasons of space only a fraction of our holdings are on permanent display.  They include specialist collections such as clocks and watches, Japanese netsuke, extraordinary jewellery and fans, but there are also major works in storage including paintings by John Singer Sargent and William Hogarth.  We need to reorganise gallery spaces to improve displays, and increase the number of items on public view. We also want to improve working conditions for staff and create a larger, more flexible, space for temporary exhibitions.""
""But we should also continue to collect - collections are the lifeblood of a museum and underpin new research and discoveries about the lives, culture and beliefs of our predecessors.  Recently we have been acquiring things that aren’t currently that fashionable, but are comparatively cheap - such as Japanese erotic prints, or elaborate mid-Victorian china - which earlier collectors and benefactors thought too difficult or vulgar for the Fitzwilliam. One of the areas I am looking forward to improving is our representation of 20th and 21st century art.  We have important modern pictures and sculpture, but we need to improve its quality and breadth.  We should do this by gift and bequest:  Cambridge as a centre of learning and an enjoyable place to visit it has few rivals.  Visitors are astonished by the range and excellence of our collections - how wonderful for some great benefactor of contemporary art to know that their collection will sit alongside our superlative Old Masters, or Impressionist pictures, to be admired and studied by students, residents and visitors for centuries to come.""
""However, we can only encourage collectors to leave their treasures to the Museum if we have the room to display them, and if our existing collections are beautifully and intelligently displayed. I want to make the place sing.""
","renovations-and-revivals-fitzwilliam-museum",,,,2013-11-05,"http://www.fitzmuseum.cam.ac.uk/news/renovations-and-revivals-fitzwilliam-museum"
"Building Works ","A number of important building projects at the Museum are now underway.
Scaffolding has been assembled around the Portico of the Museum to facilitate restoration of the Museum’s magnificent portico, designed by architect George Basevi in 1835. Work includes repairs to the roof, which was letting in water, damaging the plasterwork ceiling of the portico and causing some of the iron fixings supporting the giant lotuses to rust, leaving them in danger of falling down. The ceiling will be fully restored, including the superb frieze which runs around it, with its sculptures of wild animals, boys and dogs emerging from stylised foliage.
In addition, the lighting will be improved, the steps will be equipped with handrails, and the extraordinary cast-iron gates and spiked railings will be repainted in their original livery of bronze, silver and gold.
Meanwhile, inside the building, work is being carried out to improve the climate control system in the Dutch Gallery and the Charrington Print Room. This will ensure that the collections continue to be housed in the best possible conditions, in the most environmentally sensitive and sustainable way. As part of the work, the Dutch Gallery will be re-lit and re-decorated, and all the antiquated heating and air handling systems will be replaced with state-of-the-art equipment.
We are very grateful to the University of Cambridge for funding these projects, which are expected to be complete by Spring 2014, and we thank you for your patience and understanding. In the meantime, the Museum remains open as usual.
Please keep visiting our website for further updates.
Related Links360 view of the Fitzwilliam Museum portico
","building-works",,,,2013-08-16,"http://www.fitzmuseum.cam.ac.uk/news/building-works"
"Re-display of Poussin’s Extreme Unction ","French Art 17th - 19th centuries (Gallery 4)
Thanks to the generosity of His Grace, the Duke of Rutland, the Museum will from August 20 have the opportunity to display the three remaining paintings from Nicolas Poussin’s first series of the Seven Sacraments, painted between 1637 and 1642 for his friend and patron, Cassiano dal Pozzo.
The three paintings, representing Marriage, Confirmation and Eucharist, will be displayed in Gallery 4 along with another from the series, Extreme Unction, which the Museum acquired in 2012 (made possible by the support of the Heritage Lottery Fund, the Art Fund, many charitable trusts and thousands of individuals). This will allow the series to be considered in the context of paintings and sculpture by artists whom Poussin knew in Rome, or whose works he would have seen there.
A series of lectures discussing Poussin’s technique, influences and the rituals of the sacraments themselves is planned for Spring 2014; details will be announced on this website and in an upcoming edition of What’s On.
","re-display-poussin%E2%80%99s-extreme-unction",,,,2013-05-16,"http://www.fitzmuseum.cam.ac.uk/news/re-display-poussin%E2%80%99s-extreme-unction"
"Easter at the Fitz ","Stuck for ideas this Easter? There’s plenty to see and do at the Fitz.
This Easter’s your last chance to see China’s White Gold and the Sculpture Promenade, visit our Current Exhibitions page for a full list of free shows.
Families can enjoy a new Easter themed drawing kit, storytelling and drawing sessions at the Museum on Wednesday 3 April. And don’t forget to look out for Easter themed items amongst our permanent displays, including a lovely rabbit tureen (Gallery 26) and paintings telling the Easter story (Galleries 6, 7 & 8).
If the weather’s nice, our North Lawn Café also provides a lovely al fresco setting to enjoy fresh sandwiches, salads and drinks.
Opening & Closure Times
Good Friday 29 March - Closed
Saturday 30 March: 10.00 - 17.00
Sunday 31 March & Monday 1 April: 12.00 - 17.00
","easter-fitz-0",,,,2013-03-26,"http://www.fitzmuseum.cam.ac.uk/news/easter-fitz-0"
"The Arts of the 20th century gallery - now reopened ","In addition to important paintings by Picasso, Braque, Sutherland and De Stael, see popular sculptures by Henry Moore, Barbara Hepworth & Bernard Meadows. Also enjoy a stunning selection of contemporary furniture, jewellery and works in ceramic, glass and silver fashioned by British-based artists in the last 30 years - all gifts from Judith and Nicholas Goodison.
Related articlesThe Art of Craft - Art Quarterly (Spring 2013)
Nicholas Goodison talks with Edmund de Waal about craft, connoisseurship and his gifts to the Fitzwilliam Museum via the Art Fund.
","arts-20th-century-gallery-now-reopened",,,,2013-02-20,"http://www.fitzmuseum.cam.ac.uk/news/arts-20th-century-gallery-now-reopened"
"Delftware in the Fitzwilliam Museum ","A new display of Delftware has gone on display in the central island cases of the Glaisher Gallery in celebration of Michael Archer’s new book Delftware in the Collection of the Fitzwilliam Museum.
This complete catalogue of the English and Irish delftware in the Museum, reveals much that is beautiful and unusual. The greater part of the collection was bequeathed by Dr J.W.L. Glaisher in 1928, and much of it is little known. A detailed publication has long been overdue, and this book illustrates 588 items in colour, many with multiple views. The strength of Dr Glaisher’s collection is the English earthenware of the seventeenth and eighteenth centuries, particularly delftware: no better assemblage has ever been made by a single collector. He amassed objects with great academic rigour over a period of more than thirty years, concentrating particularly on dated pieces while always exercising a discriminating and aesthetical eye.
Michael Archer’s catalogue provides details of date and place of manufacture, size, body, glaze, decoration and provenance with a full discussion where appropriate. Julia Poole has contributed a fascinating chapter with much new material on Dr Glaisher’s life and the extraordinary breadth of his collecting interests. There is also a general introduction to delftware, including a description of the manufacturing process; further sections give indexes and exhaustive information on all the works.
This book is an essential addition to the library of all scholars, collectors, auction rooms and dealers in the field and invaluable to those members of the public with an interest in the history of English pottery generally and delftware in particular.
Michael Archer OBE, MA, FSA is a former Keeper of the Ceramics Department of the Victoria and Albert Museum where he became the acknowledged expert on English delftware.
He has written numerous articles and books on ceramics, culminating in Delftware, the Tin-Glazed Earthenware of the British Isles, a catalogue of the collections in the Victoria and Albert Museum, published in 1997.
","delftware-fitzwilliam-museum",,,,2013-02-04,"http://www.fitzmuseum.cam.ac.uk/news/delftware-fitzwilliam-museum"
"Ancient Egyptian mummy case saved by engineering and LEGO&reg; ","Thanks to an ambitious conservation project, the ancient Egyptian cartonnage mummy case of Hor, a little-known treasure of the Fitzwilliam Museum, is now on display after many years in obscurity. 
The conservation of the mummy case was undertaken with the assistance of the University’s Department of Engineering, who helped construct clever frames to support the delicate case during conservation and a new display mount with internal supports using LEGO®.
The mummy case was found in the Ramesseum at Thebes in 1896. The gilded wooden face had been torn out by robbers and the mummy removed.  Cartonnage is a uniquely Egyptian material, often only a few millimetres thick, consisting of layers of plaster, linen and glue.  It is remarkably rigid but also very sensitive to humidity.  At some point Hor had been exposed to damp conditions and had sagged dramatically around the chest and face.  This caused structural problems and also serious cracking and instability in the painted decoration.  There had been some attempts at repair and restoration, most probably in the cartonnage’s early years in the Museum.
In the recent project, the conservators wanted to reshape the cartonnage by using humidity to soften it and allow it to be manipulated.  But introducing water into this material was risky because the painted surface is very easily damaged by moisture, and furthermore, if the whole cartonnage were softened at once there was a real danger it would collapse.  Introducing water in a controlled way to the distorted area could only really be done if the cartonnage was face-down - but the fragile state of the chest and face made this almost impossible.
Luckily, help was available from the University’s Department of Engineering. In the latest of a series of collaborations with the Museum’s conservators, the Department offered the problem as a project for a final year student.  The challenge was taken up by David Knowles.   In close consultation with the Fitzwilliam, David devised and made a frame to suspend Hor face-down while the reshaping was carried out.  Using a combination of traditional wooden frames and mouldable materials designed for medical use, Hor could be completely supported for weeks at a time, allowing conservator Sophie Rowe to reshape the cartonnage very gradually.
Once Sophie had successfully reshaped the chest and face and stabilised the surface, David designed and built a display mount for the mummy case.  An essential part of this is the internal support which ensures that the structure cannot collapse again in the future. Six light, ingenious little structures made from LEGO® have been placed inside the chest cavity.  They are adjustable using screw threads, and are padded with archival foam where they are in contact with the ancient surface.
A great result for Hor, who can now be displayed safely and for David, who was awarded a prize by the Department of Engineering for his final presentation on the project!



The distorted head and chest of the cartonnage before treatment.
The cartonnage of Hor on the new display mount. 
Hor in treatment frame before reshaping. 



David Knowles, Sophie Rowe and Andor Vince positioning the cartonnage in the purpose-built frame.
Overall view of the cartonnage of Hor before treatment. 
The cartonnage of Hor after reshaping and stabilisation. 
","ancient-egyptian-mummy-case-saved-engineering-and-lego%C2%AE",,,,2012-09-30,"http://www.fitzmuseum.cam.ac.uk/news/ancient-egyptian-mummy-case-saved-engineering-and-lego%C2%AE"
"Ancient Egyptian mummy case saved by engineering and LEGO® ","Thanks to an ambitious conservation project, the ancient Egyptian cartonnage mummy case of Hor, a little-known treasure of the Fitzwilliam Museum, is now on display after many years in obscurity.
Thanks to an ambitious conservation project, the ancient Egyptian cartonnage mummy case of Hor, a little-known treasure of the Fitzwilliam Museum, is now on display after many years in obscurity.
The conservation of the mummy case was undertaken with the assistance of the University’s Department of Engineering, who helped construct clever frames to support the delicate case during conservation and a new display mount with internal supports using LEGO®.
The mummy case was found in the Ramesseum at Thebes in 1896. The gilded wooden face had been torn out by robbers and the mummy removed.  Cartonnage is a uniquely Egyptian material, often only a few millimetres thick, consisting of layers of plaster, linen and glue.  It is remarkably rigid but also very sensitive to humidity.  At some point Hor had been exposed to damp conditions and had sagged dramatically around the chest and face.  This caused structural problems and also serious cracking and instability in the painted decoration.  There had been some attempts at repair and restoration, most probably in the cartonnage’s early years in the Museum.
In the recent project, the conservators wanted to reshape the cartonnage by using humidity to soften it and allow it to be manipulated.  But introducing water into this material was risky because the painted surface is very easily damaged by moisture, and furthermore, if the whole cartonnage were softened at once there was a real danger it would collapse.  Introducing water in a controlled way to the distorted area could only really be done if the cartonnage was face-down - but the fragile state of the chest and face made this almost impossible.
Luckily, help was available from the University’s Department of Engineering. In the latest of a series of collaborations with the Museum’s conservators, the Department offered the problem as a project for a final year student.  The challenge was taken up by David Knowles. In close consultation with the Fitzwilliam, David devised and made a frame to suspend Hor face-down while the reshaping was carried out.  Using a combination of traditional wooden frames and mouldable materials designed for medical use, Hor could be completely supported for weeks at a time, allowing conservator Sophie Rowe to reshape the cartonnage very gradually.
Once Sophie had successfully reshaped the chest and face and stabilised the surface, David designed and built a display mount for the mummy case.  An essential part of this is the internal support which ensures that the structure cannot collapse again in the future. Six light, ingenious little structures made from LEGO® have been placed inside the chest cavity.  They are adjustable using screw threads, and are padded with archival foam where they are in contact with the ancient surface.
A great result for Hor, who can now be displayed safely and for David, who was awarded a prize by the Department of Engineering for his final presentation on the project!
","ancient-egyptian-mummy-case-saved-engineering-and-lego%C2%AE-0",,,,2012-09-05,"http://www.fitzmuseum.cam.ac.uk/news/ancient-egyptian-mummy-case-saved-engineering-and-lego%C2%AE-0"
"Fitzwilliam named a top attraction by TripAdvisor  ","The Fitzwilliam Museum has just received a certificate of excellence from TripAdvisor for earning exceptional traveller ratings over the past year.
Currently the Museum is ranked in the top three attractions to visit in Cambridge alongside Kings College Chapel and the Imperial War Museum in Duxford.
The Museum was given a rating of 4.5 out of 5 overall by the 187 reviews left on TripAdvisor. 
To see the reviews left for the Museum on the site please click here.
","fitzwilliam-named-top-attraction-tripadvisor",,,,2012-07-12,"http://www.fitzmuseum.cam.ac.uk/news/fitzwilliam-named-top-attraction-tripadvisor"
"Fitzwilliam looking for participants in 2013 exhibition ","Members of the public are being invited to take part in a major community project leading to a new 2013 exhibition looking at the 5000 year history of the iconic Afro Comb.
To contribute to the exhibition the Museum will be running events in Cambridge and London to record people talking about their own stories, photographs and personal histories.  The film and audio footage will become part of a new archive so future generations can see what people today have to say about hair and what kind of combs are used. 
The final exhibition will trace the remarkable history of the African comb from the Pre-dynastic period of Egypt to the Twentieth century in the UK and US, including the personal testimonies collected. 
The first event launching the project is being held at the Fitzwilliam Museum on Saturday 16 June 2012, displaying beautifully ornamented African combs from 6000 to 100 years old carved from wood or woven with delicate patterns. 
For more details of this event and to take part please contact 01223 332904 or email fitzmuseum-education@lists.cam.ac.uk.  Admission to the event is free. 
This is a shared project between the Fitzwilliam Museum and the Museum of Archaeology and Anthropology in Cambridge, and The Petrie Museum of Egyptian Archaeology in London. It is funded by the Heritage Lottery Fund. 
The Afro Comb:
Hair and grooming have always played an important role in the culture of Africa and the African Diaspora.  The traditional African comb has played a crucial role in the creation, maintenance, and decoration of hair-styles for both men and women. 
In many African societies, ancient and modern, the hair comb symbolises status, group affiliation, and religious beliefs, and is encoded with ritual properties. The handles of combs are decorated with objects of status, such as the headrest, human figures, and motifs that reference nature and the traditional spiritual world. 
In the twentieth century ‘afro’ combs have taken on a wider political and cultural message, perhaps most notably in the form of the ‘black fist’ comb that references the Black power salute. 
By looking at archaeological records of burials, and through recording oral histories in modern societies it is hoped the exhibition will provide a much better understanding of the status of this iconic object and the spiritual and societal status it can hold.
","fitzwilliam-looking-participants-2013-exhibition",,,,2012-06-08,"http://www.fitzmuseum.cam.ac.uk/news/fitzwilliam-looking-participants-2013-exhibition"
